run_id,experiment,strategy,label,isolation_level,mode,concurrency,accounts,max_streams,race_delay_ms,granted,rejected,retries,deadlocks,lock_timeouts,errors,violations,p50_ms,p95_ms,throughput_rps,wall_ms,batch_id,trial
2716,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.76,8.39,935.28,8.55,52871cd8-c451-4417-b658-135e85f7adb5,10
2717,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.06,29.14,272.91,29.31,52871cd8-c451-4417-b658-135e85f7adb5,1
2718,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.31,29.62,268.54,29.79,52871cd8-c451-4417-b658-135e85f7adb5,2
2719,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.14,29.32,270.61,29.56,52871cd8-c451-4417-b658-135e85f7adb5,3
2720,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.9,30.18,262.33,30.5,52871cd8-c451-4417-b658-135e85f7adb5,4
2721,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.45,29.86,266.76,29.99,52871cd8-c451-4417-b658-135e85f7adb5,5
2722,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.6,29.93,265.31,30.15,52871cd8-c451-4417-b658-135e85f7adb5,6
2723,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,28.1,31.11,257.05,31.12,52871cd8-c451-4417-b658-135e85f7adb5,7
2724,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,28.05,30.36,261.46,30.6,52871cd8-c451-4417-b658-135e85f7adb5,8
2725,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.63,29.75,267.72,29.88,52871cd8-c451-4417-b658-135e85f7adb5,9
2726,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,1,1,20,8,0,0,0,0,0,7,28.24,30.94,255.55,31.3,52871cd8-c451-4417-b658-135e85f7adb5,10
2727,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,6.97,7.37,1063.49,7.52,52871cd8-c451-4417-b658-135e85f7adb5,1
2728,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,6.68,6.93,1098.93,7.28,52871cd8-c451-4417-b658-135e85f7adb5,2
2729,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.48,6.36,1247.78,6.41,52871cd8-c451-4417-b658-135e85f7adb5,3
2730,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.31,5.84,1328.03,6.02,52871cd8-c451-4417-b658-135e85f7adb5,4
2731,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.14,5.5,1404.22,5.7,52871cd8-c451-4417-b658-135e85f7adb5,5
2732,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.08,5.2,1521.64,5.26,52871cd8-c451-4417-b658-135e85f7adb5,6
2733,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.13,5.43,1453.41,5.5,52871cd8-c451-4417-b658-135e85f7adb5,7
2734,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.11,5.9,1339.01,5.97,52871cd8-c451-4417-b658-135e85f7adb5,8
2735,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,6.18,6.7,1184.42,6.75,52871cd8-c451-4417-b658-135e85f7adb5,9
2736,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,0,8,0,0,0,0,0,0,5.9,6.17,1296.99,6.17,52871cd8-c451-4417-b658-135e85f7adb5,10
2737,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,26.47,26.76,298.97,26.76,52871cd8-c451-4417-b658-135e85f7adb5,1
2738,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,27.77,27.92,285.4,28.03,52871cd8-c451-4417-b658-135e85f7adb5,2
2739,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,28.39,28.6,278.93,28.68,52871cd8-c451-4417-b658-135e85f7adb5,3
2740,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,27.05,27.29,291.66,27.43,52871cd8-c451-4417-b658-135e85f7adb5,4
2741,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,27.12,27.34,291.19,27.47,52871cd8-c451-4417-b658-135e85f7adb5,5
2742,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,27.8,28,283.73,28.2,52871cd8-c451-4417-b658-135e85f7adb5,6
2743,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,26.87,27.22,292.35,27.36,52871cd8-c451-4417-b658-135e85f7adb5,7
2744,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,25.13,25.35,313.57,25.51,52871cd8-c451-4417-b658-135e85f7adb5,8
2745,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,29.5,29.65,268.9,29.75,52871cd8-c451-4417-b658-135e85f7adb5,9
2746,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,8,16,1,20,8,0,0,0,0,0,0,28.98,29.5,268.24,29.82,52871cd8-c451-4417-b658-135e85f7adb5,10
2747,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,35.31,47.47,653.09,49,52871cd8-c451-4417-b658-135e85f7adb5,1
2748,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,20.87,31.63,980.62,32.63,52871cd8-c451-4417-b658-135e85f7adb5,2
2749,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,20.69,31.02,1008.17,31.74,52871cd8-c451-4417-b658-135e85f7adb5,3
2750,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,21.41,41.03,771.7,41.47,52871cd8-c451-4417-b658-135e85f7adb5,4
2751,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,16.82,26.25,1182.98,27.05,52871cd8-c451-4417-b658-135e85f7adb5,5
2752,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,17.92,27.17,1154.47,27.72,52871cd8-c451-4417-b658-135e85f7adb5,6
2753,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,15.44,26.15,1191.87,26.85,52871cd8-c451-4417-b658-135e85f7adb5,7
2754,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,16.46,26.91,1168.22,27.39,52871cd8-c451-4417-b658-135e85f7adb5,8
2755,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,18.08,28.19,1094.93,29.23,52871cd8-c451-4417-b658-135e85f7adb5,9
2756,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,0,32,0,0,0,0,0,31,17.84,28.63,1095.38,29.21,52871cd8-c451-4417-b658-135e85f7adb5,10
2757,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,37.09,49.48,639.74,50.02,52871cd8-c451-4417-b658-135e85f7adb5,1
2758,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,38.57,47.88,650.75,49.17,52871cd8-c451-4417-b658-135e85f7adb5,2
2759,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,36.38,45.12,683.4,46.82,52871cd8-c451-4417-b658-135e85f7adb5,3
2760,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,38.06,46.57,671.5,47.65,52871cd8-c451-4417-b658-135e85f7adb5,4
2761,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,37.65,47.08,661.12,48.4,52871cd8-c451-4417-b658-135e85f7adb5,5
2762,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,36.95,46.71,672.2,47.6,52871cd8-c451-4417-b658-135e85f7adb5,6
2763,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,38.22,47.37,661.91,48.34,52871cd8-c451-4417-b658-135e85f7adb5,7
2764,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,38.87,47.97,653.67,48.95,52871cd8-c451-4417-b658-135e85f7adb5,8
2765,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,38.56,49.4,629.25,50.85,52871cd8-c451-4417-b658-135e85f7adb5,9
2766,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,1,1,20,32,0,0,0,0,0,31,37.11,47,660.11,48.48,52871cd8-c451-4417-b658-135e85f7adb5,10
2767,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,12.73,14.16,2125.53,15.06,52871cd8-c451-4417-b658-135e85f7adb5,1
2768,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,11.4,12.55,2514.5,12.73,52871cd8-c451-4417-b658-135e85f7adb5,2
2769,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,10.95,12.19,2605.16,12.28,52871cd8-c451-4417-b658-135e85f7adb5,3
2770,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,14.21,15.28,2066.92,15.48,52871cd8-c451-4417-b658-135e85f7adb5,4
2771,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,10.51,12.34,2574.21,12.43,52871cd8-c451-4417-b658-135e85f7adb5,5
2772,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,11.68,12.88,2421.07,13.22,52871cd8-c451-4417-b658-135e85f7adb5,6
2773,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,11.27,12.16,2609.11,12.26,52871cd8-c451-4417-b658-135e85f7adb5,7
2774,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,10.64,12.42,2546.89,12.56,52871cd8-c451-4417-b658-135e85f7adb5,8
2775,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,11.66,12.8,2483.43,12.89,52871cd8-c451-4417-b658-135e85f7adb5,9
2776,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,0,32,0,0,0,0,0,16,11.39,12.83,2485.6,12.87,52871cd8-c451-4417-b658-135e85f7adb5,10
2777,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,31.89,37.06,860.79,37.17,52871cd8-c451-4417-b658-135e85f7adb5,1
2778,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,33.43,34.28,929.83,34.42,52871cd8-c451-4417-b658-135e85f7adb5,2
2779,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,34.89,36.31,878.4,36.43,52871cd8-c451-4417-b658-135e85f7adb5,3
2780,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,30.74,32.14,983.88,32.52,52871cd8-c451-4417-b658-135e85f7adb5,4
2781,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,31.71,32.46,963.19,33.22,52871cd8-c451-4417-b658-135e85f7adb5,5
2782,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,33.18,34.24,918.73,34.83,52871cd8-c451-4417-b658-135e85f7adb5,6
2783,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,32.32,33.43,942.98,33.93,52871cd8-c451-4417-b658-135e85f7adb5,7
2784,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,31.69,32.53,959.31,33.36,52871cd8-c451-4417-b658-135e85f7adb5,8
2785,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,32.19,33.01,950,33.68,52871cd8-c451-4417-b658-135e85f7adb5,9
2786,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,32,16,1,20,32,0,0,0,0,0,16,31.77,32.88,958.58,33.38,52871cd8-c451-4417-b658-135e85f7adb5,10
2787,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,30.76,48.15,1257.53,50.89,52871cd8-c451-4417-b658-135e85f7adb5,1
2788,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,32.55,50.48,1215.01,52.67,52871cd8-c451-4417-b658-135e85f7adb5,2
2789,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,28.98,47.2,1293.11,49.49,52871cd8-c451-4417-b658-135e85f7adb5,3
2790,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,34.59,52.43,1172.31,54.59,52871cd8-c451-4417-b658-135e85f7adb5,4
2791,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,33.12,59.57,1021.75,62.64,52871cd8-c451-4417-b658-135e85f7adb5,5
2792,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,31.74,49.05,1225.95,52.2,52871cd8-c451-4417-b658-135e85f7adb5,6
2793,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,30.74,48.03,1255.32,50.98,52871cd8-c451-4417-b658-135e85f7adb5,7
2794,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,29.62,48.61,1264.03,50.63,52871cd8-c451-4417-b658-135e85f7adb5,8
